Id,x,Expected,Usage
3752,8.0971,4.693521106729304e-14,Public
9161,1.4699,0.4990202346089641,Public
7730,7.8739,2.7128753748625983e-13,Public
2273,1.7235,0.3902885201852979,Public
3539,6.1028,4.989543917108892e-08,Public
360,0.4603,0.41403081599395664,Public
8407,1.58,0.4534931324592494,Public
2739,6.299,1.5255746131411285e-08,Public
5571,2.8457,0.04962824448846426,Public
2474,9.0753,1.1840822161353543e-17,Public
2372,0.2682,0.25872542153926315,Public
9045,2.1387,0.21722519964429543,Public
8935,9.6078,8.665648038749501e-20,Public
1384,7.4939,4.786703008377036e-12,Public
5967,5.5442,1.1725561088665122e-06,Public
4909,3.8365,0.0024423230269721907,Public
6883,4.5957,0.0001191522868826881,Public
7033,2.177,0.2035758293420856,Public
5556,4.4745,0.00020100505291125218,Public
2750,4.9609,2.2462187251038988e-05,Public
191,6.2481,2.0825255345729568e-08,Public
703,8.5007,1.7297461488206151e-15,Public
551,1.0251,0.6061517957806882,Public
3254,6.5042,4.23509237026466e-09,Public
7241,7.7418,7.482049917828616e-13,Public
5838,3.1414,0.022606260007577962,Public
1627,9.5284,1.8371037812223948e-19,Public
616,4.1059,0.0008967060605498341,Public
4416,6.2979,1.5359126789209154e-08,Public
1586,3.3662,0.011656786827526872,Public
6517,8.1968,2.1089074477703497e-14,Public
2323,6.0949,5.2290524976149206e-08,Public
7656,0.0823,0.08202175054850214,Public
3314,5.5822,9.556295910123854e-07,Public
1791,9.5655,1.2941893535496857e-19,Public
7145,1.8448,0.33646112990987037,Public
7493,1.2013,0.583823515533202,Public
4431,3.4052,0.010333235355124122,Public
4628,6.4525,5.872940025328092e-09,Public
2408,2.6444,0.08013989503681788,Public
3763,1.1115,0.599292389501732,Public
8981,6.9386,2.4372393260266646e-10,Public
8219,4.7378,6.328884130481492e-05,Public
1125,9.5085,2.2155856653808065e-19,Public
5994,9.7495,2.2312070934273256e-20,Public
4344,1.5753,0.4555092228805955,Public
5407,6.6443,1.7223057341326541e-09,Public
5447,3.3122,0.01373618346693638,Public
5574,7.4416,7.024483682854783e-12,Public
7852,2.4312,0.12656721635106227,Public
8147,5.1928,7.244174935151796e-06,Public
1789,5.8353,2.3552768625102628e-07,Public
971,1.5526,0.46516995990170845,Public
7263,1.7982,0.35701572325849645,Public
8517,0.1002,0.09969825443607327,Public
5406,7.364,1.2346546388365691e-11,Public
4587,2.5283,0.10345657651730152,Public
6875,2.8952,0.04380368526220776,Public
4471,7.0922,8.480599911128867e-11,Public
7949,2.995,0.033773855948780004,Public
4804,1.2804,0.5640910801545329,Public
1171,4.739,6.294593610810024e-05,Public
8629,5.9622,1.1383965889580497e-07,Public
435,9.7361,2.538874523053243e-20,Public
5319,5.7506,3.7912647408983155e-07,Public
7231,1.7643,0.37208861755377165,Public
3277,9.3754,7.676344248335068e-19,Public
7744,9.0299,1.7770254466386615e-17,Public
7965,6.3794,9.280985209627359e-09,Public
1270,0.0331,0.03308187262008799,Public
6748,7.3994,9.553044044040572e-12,Public
4641,0.7801,0.5754452630185442,Public
3983,1.7176,0.3929209185529087,Public
962,7.0479,1.1527304413952934e-10,Public
7785,0.4599,0.4137471628658203,Public
89,0.1301,0.12900360897470797,Public
572,0.4699,0.4207828484091161,Public
4285,8.9935,2.4569667239579465e-17,Public
4492,0.7418,0.5633753177687602,Public
5668,8.1061,4.3683246555614696e-14,Public
2413,0.3013,0.28792948348244873,Public
5885,1.5233,0.4774277636404645,Public
8957,9.5611,1.349188020354085e-19,Public
5409,1.9366,0.2969249333454303,Public
7691,3.4849,0.008035993381759272,Public
4134,9.4096,5.5876629990877485e-19,Public
7462,2.231,0.1852163672584229,Public
8277,6.5744,2.7049447206302656e-09,Public
1174,9.5836,1.0903247538326157e-19,Public
8284,6.7844,6.864993613741098e-10,Public
2317,9.0246,1.8630187999751427e-17,Public
4195,8.4659,2.314263096425891e-15,Public
5758,8.323,7.550657621661947e-15,Public
9212,3.1079,0.024833196606847963,Public
6257,4.2026,0.0006141815443872318,Public
1968,8.9804,2.759912360135207e-17,Public
9332,1.5638,0.4604198615515718,Public
1162,6.3914,8.612565087755966e-09,Public
6442,2.883,0.0451839618542205,Public
7643,3.5657,0.006184260418204383,Public
9853,5.6304,7.356424834518675e-07,Public
5424,2.6029,0.08795605212354765,Public
4660,0.1401,0.1387317827266821,Public
8415,4.2812,0.00044827513390600715,Public
1549,9.1487,6.115262048313173e-18,Public
3842,6.118,4.558319339459004e-08,Public
788,7.4279,7.763358925407266e-12,Public
8531,2.8761,0.04598038459745728,Public
3053,7.8697,2.8025707085842384e-13,Public
3559,1.2614,0.5693028341375971,Public
4930,3.0933,0.02586113638702478,Public
9162,0.0199,0.019896060090573757,Public
7749,1.8209,0.3469732745308882,Public
4793,3.4916,0.0078654526150733,Public
4631,6.9168,2.8256630495713056e-10,Public
576,8.8131,1.1998960569474228e-16,Public
4661,1.6596,0.4187172237603057,Public
9006,6.4788,4.9747565014298115e-09,Public
4006,4.1265,0.0008279386215003865,Public
5536,3.0982,0.025512153760381847,Public
496,8.6308,5.762344185633967e-16,Public
5229,9.4977,2.4522691655261468e-19,Public
9939,6.1309,4.2209275270931213e-08,Public
9822,9.8157,1.1755096044353206e-20,Public
6623,5.0803,1.2631034332838266e-05,Public
9832,2.5164,0.10610722163201379,Public
5376,9.3588,8.951893946459276e-19,Public
3717,3.9927,0.0013790520292027953,Public
6039,2.8053,0.054839553846355256,Public
4301,7.4369,7.2698408958410665e-12,Public
4501,7.7977,4.881108678798241e-13,Public
6115,1.8328,0.3417304304294896,Public
7382,4.1207,0.0008467871503696386,Public
7864,8.5445,1.197006756413365e-15,Public
8110,6.6509,1.6500120910630367e-09,Public
4544,8.5816,8.749990233572999e-16,Public
1749,7.0864,8.829346449710321e-11,Public
6882,0.9485,0.6048954688696758,Public
3694,7.2877,2.136861948171805e-11,Public
8977,6.7507,8.580754855716653e-10,Public
6434,7.6725,1.264953671818294e-12,Public
5886,1.1219,0.5979153271620942,Public
867,1.5307,0.47435651536474527,Public
7614,7.8364,3.624815078414737e-13,Public
1054,3.014,0.032102226181711026,Public
3879,7.4956,4.727174268022924e-12,Public
2879,3.9103,0.001870388814373977,Public
4072,0.1235,0.1225617556938592,Public
9881,7.0324,1.2828114204216842e-10,Public
5788,2.3718,0.14240666740280603,Public
1048,9.02,1.940975952685437e-17,Public
3283,3.0776,0.027006956242655908,Public
3466,8.9837,2.6802915075440354e-17,Public
5996,1.7482,0.3792669634421721,Public
711,7.9075,2.0899492013773617e-13,Public
2442,2.9535,0.03768134188552783,Public
8794,7.3291,1.5879364501252887e-11,Public
9935,5.3507,3.2470364098347732e-06,Public
4950,6.4042,7.951265052233706e-09,Public
4567,8.5272,1.3846778721514588e-15,Public
552,8.428,3.173210625182602e-15,Public
1245,0.3767,0.35089873223877716,Public
5542,0.6718,0.5360905359589315,Public
5256,4.079,0.0009945018099972859,Public
9477,8.3509,6.003726185568685e-15,Public
8612,1.8423,0.33755735108042917,Public
8473,8.4948,1.8174184979867735e-15,Public
9321,0.9515,0.605081743263529,Public
5402,8.8101,1.231618642202742e-16,Public
3901,0.1419,0.14047854593826598,Public
7629,1.4731,0.4977572447425442,Public
7779,5.6204,7.768292670501113e-07,Public
5134,4.1211,0.0008454745530674068,Public
9347,3.0342,0.030402299813603328,Public
3284,3.5488,0.006536318439051838,Public
6522,4.1272,0.0008256903703209805,Public
6835,2.2549,0.17742959814279272,Public
6444,7.8856,2.477625991683634e-13,Public
3623,3.1791,0.020308002330622413,Public
9175,7.7858,5.34716733529153e-13,Public
5606,0.7969,0.5801022582940655,Public
606,6.1129,4.698807867289579e-08,Public
5151,9.6024,9.121844642902706e-20,Public
4365,8.371,5.087208473336601e-15,Public
1128,4.9565,2.293729708752188e-05,Public
4288,2.8851,0.04494384561873338,Public
7557,7.1287,6.575713357041472e-11,Public
2530,1.4898,0.49109870776878556,Public
2649,7.5858,2.423271228009518e-12,Public
7562,6.2278,2.355981619929114e-08,Public
9929,4.6978,7.5788188198341e-05,Public
6784,4.1439,0.0007737078335979972,Public
5280,4.9867,1.9859778019965392e-05,Public
3988,1.9685,0.2835904118519276,Public
8170,0.8175,0.5852843384444097,Public
2861,9.7193,2.9844611589922467e-20,Public
3251,0.7292,0.5589621288369262,Public
5232,7.9689,1.2936517972373495e-13,Public
4472,4.6243,0.00010508403055784865,Public
6303,8.9,5.612509005647899e-17,Public
8670,1.1024,0.6004035546787752,Public
301,8.2738,1.1290786854510683e-14,Public
9536,4.138,0.0007917147298027993,Public
6855,1.5717,0.4570499433177849,Public
1493,6.5895,2.454659819004291e-09,Public
1110,0.0674,0.06724708272036911,Public
8039,7.0762,9.477019265820411e-11,Public
6259,9.3248,1.225393076708196e-18,Public
9140,1.7933,0.3591895817441479,Public
7216,0.4666,0.41847392393420185,Public
4410,5.3539,3.1938057163934504e-06,Public
6165,1.8417,0.3378205685006497,Public
3386,9.573,1.2055054057296785e-19,Public
2481,3.1886,0.019761828984354125,Public
9796,0.7555,0.567925164109625,Public
8421,7.8238,3.994240142325604e-13,Public
3014,6.7018,1.1836233437031665e-09,Public
8934,4.1876,0.0006517372275286508,Public
7579,4.2997,0.0004158587942697906,Public
4273,8.0718,5.740751859068811e-14,Public
6243,5.3707,2.927824239508949e-06,Public
2942,9.0039,2.2400468766112062e-17,Public
1931,0.5819,0.4912704577850977,Public
7078,9.9585,2.906217146094907e-21,Public
509,3.6235,0.005105505991490955,Public
5593,4.1868,0.0006537991256560326,Public
9987,0.3684,0.3442299951026746,Public
3555,6.1126,4.707201539785422e-08,Public
7830,9.8332,9.915907126839012e-21,Public
9741,1.9768,0.28016130726795224,Public
4665,2.2629,0.17487024653227162,Public
3737,2.6951,0.07133653320816859,Public
5156,3.1279,0.023482088213508445,Public
6601,2.6867,0.07273993228961308,Public
4286,8.5381,1.2633148383905651e-15,Public
4379,8.9041,5.4138474871927594e-17,Public
5808,6.2907,1.605282656798183e-08,Public
4414,0.6845,0.541540859496631,Public
327,5.6869,5.39701018160367e-07,Public
9239,7.9506,1.4930685420412e-13,Public
4858,7.6215,1.8558878217098706e-12,Public
4684,0.4875,0.43288069784789185,Public
6866,4.0524,0.0011008600051234203,Public
3489,3.275,0.015352228583217147,Public
357,9.6937,3.8162497701883645e-20,Public
3709,5.797,2.92364666012734e-07,Public
4713,4.4186,0.000254504999907374,Public
4425,7.0197,1.4000071825799062e-10,Public
1492,8.6441,5.144900810061913e-16,Public
2537,2.2642,0.17445659206865474,Public
5327,8.1744,2.5263888257367696e-14,Public
5171,4.2876,0.00043680235408263737,Public
6190,4.4431,0.00022958976455321012,Public
1314,1.7826,0.3639428579634462,Public
4525,5.2107,6.622861429794059e-06,Public
7904,1.138,0.5955620697526252,Public
8996,3.7086,0.0038249781157641497,Public
4551,4.9543,2.3178432190550272e-05,Public
9595,5.3022,4.166056757534741e-06,Public
6304,4.5998,0.0001170315272592562,Public
7877,3.7425,0.0034019744759787728,Public
3883,1.2198,0.5796857636220256,Public
8618,6.4131,7.520877389696516e-09,Public
5965,0.9923,0.6064946067446189,Public
6837,4.8347,4.0616223986875284e-05,Public
4780,1.8809,0.32073436580109826,Public
9900,4.5868,0.0001238815727955782,Public
8270,3.1316,0.023239189473817538,Public
5293,7.2223,3.403488175447543e-11,Public
944,4.8988,3.0125744799175263e-05,Public
1344,9.6537,5.596163515444804e-20,Public
4831,8.3175,7.898990755322997e-15,Public
2835,2.5937,0.08976551322046496,Public
832,7.7864,5.322655596339173e-13,Public
1503,9.1794,4.631132028975767e-18,Public
5059,6.0156,8.342101466473033e-08,Public
4701,1.4372,0.5116701275334644,Public
7776,3.6964,0.003988551657969964,Public
1521,6.2034,2.731067320797289e-08,Public
4965,4.4545,0.00021879610180531393,Public
3077,3.459,0.008726761239143734,Public
3345,6.8338,4.93977902178834e-10,Public
4939,1.2987,0.558809259802454,Public
5532,3.3153,0.01360852386595498,Public
2019,3.9598,0.0015588381652537607,Public
147,0.6987,0.5473730816931032,Public
6474,0.6258,0.514511553721493,Public
2270,1.3362,0.5472303470120295,Public
782,0.1896,0.18622255856129577,Public
3083,1.5923,0.44819353901747644,Public
9930,3.2421,0.016917868007892987,Public
9208,7.5554,3.0381509046942444e-12,Public
9357,6.032,7.577985314317115e-08,Public
4643,9.1061,8.97953040498623e-18,Public
372,2.5268,0.10378794622871422,Public
9692,6.0068,8.782400579312275e-08,Public
8423,5.2382,5.766808834038845e-06,Public
1280,5.7701,3.399940927990274e-07,Public
6490,4.8164,4.419814584520277e-05,Public
9639,4.15,0.0007554917730230751,Public
150,0.8488,0.5920510517912625,Public
8401,3.2023,0.018996636470196088,Public
9381,1.0024,0.6065271688959512,Public
2866,5.7197,4.502028002246256e-07,Public
8854,1.6779,0.4106018809262904,Public
6447,1.9225,0.30289268758145466,Public
5765,5.8585,2.0646859325772298e-07,Public
6622,9.7254,2.814375246458365e-20,Public
6322,2.504,0.1089225122049909,Public
7469,1.8787,0.3216868260204474,Public
7780,6.1174,4.574633259272323e-08,Public
3338,9.7248,2.830670653517262e-20,Public
3417,6.1458,3.86136537738009e-08,Public
4044,8.827,1.063124478829499e-16,Public
5104,6.2775,1.740459973716365e-08,Public
8664,7.8408,3.5038934303384e-13,Public
3849,5.4453,1.9830129187170125e-06,Public
7903,5.7345,4.146858620880989e-07,Public
9003,7.7392,7.631590003664875e-13,Public
1952,9.2611,2.199803198185416e-18,Public
1711,5.3901,2.6471550322989287e-06,Public
7534,6.1329,4.170839190255462e-08,Public
9480,6.3175,1.3615192600526027e-08,Public
4001,6.468,5.326108072397989e-09,Public
2639,2.2769,0.1704485246048567,Public
8015,7.5072,4.339927990680277e-12,Public
7083,6.1956,2.8627721157811003e-08,Public
4822,7.5208,3.925435542070707e-12,Public
5454,1.2738,0.5659335213938644,Public
6564,6.747,8.792898363961233e-10,Public
5756,2.0299,0.2586549165407285,Public
8743,1.0421,0.6054711903930701,Public
8636,5.0368,1.5605203210295102e-05,Public
655,2.7109,0.06875480032791607,Public
8579,9.4844,2.778311670649695e-19,Public
9299,3.4084,0.010230801981494475,Public
6936,4.1312,0.0008129517499522797,Public
2010,0.113,0.11228084965052576,Public
790,3.0867,0.02633764785702161,Public
6749,3.5979,0.005560363122353918,Public
7434,6.5856,2.5170500586208864e-09,Public
3344,5.9075,1.5605530162485545e-07,Public
3393,1.8323,0.34195038118624765,Public
6892,6.7892,6.64965999138572e-10,Public
8574,3.0313,0.030641552247094035,Public
1728,6.7746,7.325992747382469e-10,Public
817,9.5947,9.813693218169148e-20,Public
245,5.649,6.645724325444265e-07,Public
1559,3.767,0.003123298664868746,Public
4346,7.161,5.244212874315969e-11,Public
9888,2.0773,0.24014348708338512,Public
615,0.8359,0.5894232896589774,Public
5650,9.8575,7.825333964185347e-21,Public
7530,8.8302,1.0338845667902767e-16,Public
2885,4.8193,4.361115657040336e-05,Public
5614,4.8586,3.6352533848868805e-05,Public
8062,7.7738,5.861362553600304e-13,Public
9664,2.4608,0.11916075445990598,Public
7849,3.7385,0.003449566653386739,Public
9944,5.6259,7.539087709391546e-07,Public
4397,3.8577,0.0022634762266989386,Public
8422,6.533,3.525730302447142e-09,Public
9837,9.6401,6.371719286740543e-20,Public
2567,5.0318,1.598710901511401e-05,Public
7214,9.0092,2.1368879429466976e-17,Public
7478,6.477,5.031704417674898e-09,Public
1788,4.1259,0.0008298702230304993,Public
4775,6.4794,4.9559137993771666e-09,Public
5434,4.799,4.788094516773995e-05,Public
9189,7.2347,3.1170370029770774e-11,Public
4126,2.5632,0.09596798409881784,Public
5486,3.5811,0.005878412190229611,Public
3959,4.456,0.00021741197600497813,Public
8461,5.1674,8.222455101591158e-06,Public
5074,0.0881,0.08775876364364889,Public
6778,4.6556,9.149420839511744e-05,Public
821,0.2409,0.23401038731811208,Public
6861,9.0731,1.2076650296677234e-17,Public
8847,4.7762,5.314970684862125e-05,Public
8850,8.2211,1.73265119303791e-14,Public
1200,4.8226,4.2952221914635686e-05,Public
6008,6.8025,6.086894373838089e-10,Public
8046,6.3802,9.234895166010471e-09,Public
3046,5.9124,1.5172668803805698e-07,Public
2848,3.6524,0.0046326399293922784,Public
2543,6.7274,1.0004993207112728e-09,Public
9952,1.4082,0.5224628872266782,Public
8009,3.8095,0.002688835232879437,Public
2154,2.8853,0.044921032489124664,Public
5708,7.7701,6.029488843449756e-13,Public
9614,5.5953,8.902494920394284e-07,Public
6841,6.2528,2.023758016836251e-08,Public
8815,2.8149,0.0535625971949282,Public
5328,2.0867,0.23655499188741003,Public
7173,8.4789,2.0760862575486412e-15,Public
2014,3.041,0.029847503087424315,Public
3378,9.4887,2.6684680369838076e-19,Public
1262,4.642,9.718086848587153e-05,Public
9969,1.2545,0.5711245093598828,Public
6969,4.2328,0.0005446134900901014,Public
5642,6.2856,1.6562539022611835e-08,Public
110,5.9709,1.0823882212736637e-07,Public
4740,1.3161,0.5535590835725182,Public
8884,3.438,0.009325225858085606,Public
8989,4.8434,3.901186112918278e-05,Public
1107,9.0968,9.762702496415877e-18,Public
4606,0.95,0.604990033653156,Public
6062,6.3379,1.200502263628376e-08,Public
5161,6.3378,1.2012444114677001e-08,Public
8115,8.3874,4.442723523733433e-15,Public
9277,3.3446,0.012452579671122255,Public
4129,1.2408,0.5746259410847835,Public
5122,6.7879,6.70731914815923e-10,Public
7911,7.6578,1.4131135086739274e-12,Public
5049,8.3541,5.847624007793984e-15,Public
75,1.5147,0.4809746824748119,Public
5644,8.7528,2.0238086715394303e-16,Public
1481,5.5779,9.780824717462456e-07,Public
7283,3.6449,0.004751385236291748,Public
8701,9.0059,2.200553883728578e-17,Public
1891,2.8068,0.05463841481363108,Public
3147,4.5513,0.00014456910368091405,Public
6317,6.2143,2.5568386341785932e-08,Public
1456,8.462,2.3908284727819784e-15,Public
4363,7.5701,2.7237793650530158e-12,Public
1860,7.2855,2.170737495317018e-11,Public
2263,9.1782,4.681811748988668e-18,Public
9759,7.3435,1.4315466971365842e-11,Public
4752,0.8826,0.5978744109947574,Public
3317,8.0717,5.745316342577339e-14,Public
4522,3.9994,0.0013448728171606662,Public
1757,0.5181,0.45302824241233597,Public
1821,0.8319,0.5885626842316036,Public
2845,3.8159,0.002628426614610046,Public
3686,7.4362,7.307095494328855e-12,Public
9601,5.7138,4.651662731749366e-07,Public
1506,5.7752,3.304221914474653e-07,Public
2168,8.1166,4.016877538857096e-14,Public
7258,0.8709,0.5960316410693405,Public
1762,6.2123,2.5879765012201386e-08,Public
2177,5.0497,1.4659731022075369e-05,Public
7070,8.2986,9.220988466659428e-15,Public
6590,1.2135,0.5811290796024213,Public
3004,4.1028,0.0009075024858967252,Public
2878,5.4086,2.4037351914445024e-06,Public
5124,4.7682,5.51255776793628e-05,Public
7426,0.7243,0.5571867300475422,Public
6692,0.2879,0.2762123606803579,Public
193,5.8267,2.4727478157892976e-07,Public
4277,8.2298,1.6146996997761598e-14,Public
4208,2.6813,0.07365353842340487,Public
477,9.0956,9.868548432627704e-18,Public
5555,9.6338,6.766123938733416e-20,Public
2344,2.3138,0.15914428659633978,Public
3943,8.0196,8.680574969806252e-14,Public
401,8.6242,6.0953176185051035e-16,Public
3727,4.1355,0.0007994617375172623,Public
7221,0.8219,0.5863160203881173,Public
7106,9.6369,6.569124293964866e-20,Public
1900,5.1215,1.031992815040091e-05,Public
6792,4.2827,0.00044556117931238365,Public
5185,9.8801,6.275301809803142e-21,Public
718,6.0131,8.464960603304807e-08,Public
4122,3.5005,0.0076439231249784,Public
2611,0.0927,0.09230255545899031,Public
3649,1.6384,0.428074889115813,Public
8464,7.6572,1.419509767155779e-12,Public
4092,7.4054,9.145445536069143e-12,Public
2925,1.3335,0.5480964190387141,Public
3469,7.4603,6.126224769527699e-12,Public
7511,0.4008,0.36986653700554384,Public
1368,2.052,0.24993932947012112,Public
262,8.9995,2.329411070382792e-17,Public
6390,9.6992,3.620111939097678e-20,Public
1690,9.9752,2.4647279728795494e-21,Public
9073,1.2536,0.5713592727709824,Public
5324,5.0933,1.1853036310691592e-05,Public
903,6.6026,2.2559382635168507e-09,Public
7716,9.0977,9.684054464335582e-18,Public
1820,8.4812,2.0365386450530186e-15,Public
9976,1.2598,0.5697286741222207,Public
2616,6.0282,7.748750330349047e-08,Public
1436,2.3373,0.15221074654824931,Public
9482,8.1193,3.9310988817666865e-14,Public
3269,9.1369,6.803124747585738e-18,Public
8497,0.031,0.030985108078070766,Public
5914,1.0008,0.6065302716365878,Public
1055,0.2162,0.21120573064612344,Public
340,1.5872,0.45039492839174344,Public
9182,8.1394,3.346756236529815e-14,Public
4756,1.0475,0.605184594758714,Public
7897,5.8719,1.912993145149158e-07,Public
4016,9.2318,2.875193854550011e-18,Public
5988,5.6594,6.277735651964536e-07,Public
2461,9.9614,2.8242973184955134e-21,Public
3859,8.8207,1.1230952334240024e-16,Public
7336,6.1507,3.749758340722719e-08,Public
3511,2.7606,0.061114377312231,Public
2103,8.0109,9.297402045947211e-14,Public
8330,1.7891,0.3610543763852731,Public
7597,8.2849,1.031322415937289e-14,Public
3905,1.5894,0.4494459875470449,Public
8865,2.4178,0.1300260603723396,Public
4202,9.6252,7.343745503535089e-20,Public
8721,8.669,4.1592485951449706e-16,Public
1134,4.5341,0.00015572720029241575,Public
4099,9.4598,3.49824001119671e-19,Public
3667,0.6416,0.5222465406878446,Public
7948,7.0429,1.1932142808394162e-10,Public
8404,5.8358,2.348615935386808e-07,Public
5470,7.1197,7.002292305338612e-11,Public
7913,9.4894,2.6509974703011113e-19,Public
8823,1.3665,0.5371873306736674,Public
6251,4.5909,0.00012168128839070238,Public
6831,2.0962,0.2329570823638086,Public
3871,0.5277,0.4591120488503295,Public
5388,6.8333,4.956323342907164e-10,Public
9103,6.5917,2.4201334270884994e-09,Public
8736,4.7333,6.459059078034797e-05,Public
7901,2.9719,0.03590447547967059,Public
2549,8.5271,1.3858428590840646e-15,Public
9670,4.4089,0.0002650546889798061,Public
366,6.798,6.271887720703884e-10,Public
8937,1.2659,0.568094174777744,Public
4401,3.2367,0.017187736343476135,Public
9051,4.2683,0.00047226191411394835,Public
3533,1.4526,0.5057724948058193,Public
4674,6.8574,4.217370843789726e-10,Public
7795,5.5062,1.4365811194312884e-06,Public
4797,7.2473,2.8501920091556223e-11,Public
5847,6.2736,1.7824745874386845e-08,Public
6643,2.0331,0.2573840161231332,Public
5803,9.8843,6.022734232335506e-21,Public
7212,6.576,2.6772884091787822e-09,Public
3583,5.5277,1.2808817766717688e-06,Public
8359,5.8397,2.297282796273858e-07,Public
1975,5.5054,1.4427130546859375e-06,Public
6724,6.9184,2.7952070399031436e-10,Public
8719,5.0553,1.4266565329995887e-05,Public
2868,4.8517,3.7537606556048406e-05,Public
8413,9.1125,8.476949414512359e-18,Public
5866,0.918,0.6023480236372526,Public
9527,4.4117,0.0002619679624791143,Public
7567,4.116,0.0008623527208898639,Public
2231,5.9608,1.1476679698743797e-07,Public
4086,9.3003,1.5353959360850213e-18,Public
1729,6.2841,1.6715427003033786e-08,Public
6576,2.7186,0.06752374683017585,Public
4302,3.8624,0.00222549007747334,Public
5028,3.8125,0.002660362245168146,Public
6209,0.582,0.4913262894573223,Public
9507,4.8243,4.2616476871255876e-05,Public
2724,0.2532,0.2452123501052043,Public
6436,1.9909,0.2743763411362917,Public
8373,0.1551,0.15324563096089605,Public
2078,9.5053,2.2832554639953512e-19,Public
8740,5.7481,3.8444794546211956e-07,Public
5489,8.2816,1.0594799858470717e-14,Public
3718,8.3961,4.1342093550795936e-15,Public
9464,2.8556,0.04841509172544223,Public
1778,6.3353,1.219943892048208e-08,Public
6283,2.8152,0.05352308552696953,Public
4042,6.5527,3.108699185601706e-09,Public
9243,7.8843,2.5027406820839923e-13,Public
1079,3.9336,0.0017172185093339834,Public
3030,2.34,0.15142738579307083,Public
2245,7.59,2.348560781965523e-12,Public
9080,5.3158,3.885801449435824e-06,Public
5997,7.5267,3.75794163374833e-12,Public
2293,9.5967,9.62915720434669e-20,Public
7748,4.4621,0.00021186766545164566,Public
5360,0.9781,0.6062376732712021,Public
3540,6.9057,3.04606880384086e-10,Public
